content,category
1 oz dubonnet rouge,2
1 oz elderflower liqueur,2
1 oz falernum,2
1 oz freshly squeezed lemon juice,2
1 oz freshly squeezed lime juice,2
1 oz freshly squeezed orange juice,2
1 oz gin,2
"1 oz ginger ale, chilled",2
1 oz ginger beer,2
"1 oz ginger beer, room temperature",2
1 oz ginger liqueur,2
"1 oz ginger, peeled",2
"1 oz ginger, peeled (optional)",2
1 oz gran classico,2
1 oz grand marnier,2
"1 oz grapefruit juice, fresh squeezed",2
"1 oz grapefruit juice, freshly squeezed",2
1 oz heavy cream,2
1 oz honey,2
1 oz honey syrup,2
1 oz Jameson whiskey,2
1 oz lavender simple syrup,2
1 oz lemon juice,2
"1 oz lemon juice, fresh",2
"1 oz lemon juice, freshly squeezed",2
"1 oz lemon, fresh",2
"1 oz lemon, freshly squeezed",2
1 oz lillet blanc,2
1 oz lillet rouge,2
1 oz lime juice,2
"1 oz lime juice, fresh",2
"1 oz lime juice, freshly squeezed",2
1 oz mezcal,2
1 oz old tom gin,2
"1 oz orange juice, fresh",2
"1 oz orange juice, freshly squeezed",2
1 oz passionfruit simple syrup,2
1 oz pear brandy,2
1 oz pimms,2
1 oz pineapple juice,2
"1 oz pineapple juice, fresh",2
1 oz pisco,2
1 oz punt e mes,2
1 oz pureed concord grape,2
1 oz reposado tequila,2
1 oz ruby port,2
1 oz rum,2
1 oz rye whiskey,2
1 oz scotch,2
1 oz seltzer,2
1 oz sherry,2
1 oz simple syrup,2
"1 oz simple syrup, preferably made with turbinado sugar",2
1 oz single-malt scotch,2
1 oz sweet vermouth,2
1 oz tequila,2
1 oz triple sec,2
1 oz vermouth,2
1 oz vodka,2
1 oz whipped cream,2
1 oz whiskey,2
1 oz white rum,2
"1 oz. Parmesan, finely grated",2
"1 pack square wonton wrappers (preferably yellow), about 40-50 pieces",2
1 passion fruit,2
"1 peach , sliced",2
1 peychauds bitters,2
1 piece candied ginger,2
"1 piece of konbu, about 4 by 3 inches (see note)",2
1 piece orange,2
1 piece orange peel,2
1 pinch brown sugar,2
"1 pinch cardamom, ground",2
"1 pinch cardamom, ground (optional)",2
1 pinch chile powder,2
1 pinch chipotle chile powder,2
1 pinch kosher salt,2
1 pinch salt,2
1 pinch smoked salt,2
1 pinch smoked salt (optional),2
1 pinch tiny kosher salt,2
1 pint (16 oz) heavy cream,2
"1 pint (2 cups) cherry tomatoes, halved or quartered if large",2
1 pint cherry tomatoes,2
1 pint cherry tomatoes (optional),2
1 pint cream,2
"1 poblano pepper (optional)*, seeds and ribs removed, chopped",2
"1 pound (16 ounces) fresh baby spinach or baby kale, or frozen spinach or kale, or 1 ½ pounds Tuscan kale or spinach bunches, washed and stems removed",2
"1 pound (450g) bone-in chicken, cut into medium pieces",2
1 pound (450g) dried dark red kidney beans,2
"1 pound (450g) fresh okra, caps trimmed, pods cut crosswise 1/2 inch thick (optional; see note)",2
"1 pound (450g) russet potatoes, peeled",2
1 pound (450g) short dried pasta (such as casarecce or gemelli) or long fresh egg-dough pasta (such as tagliatelle or fettuccine),2
"1 pound (455 grams) ground lamb, at room temperature",2
1 pound beef brisket,2
"1 pound beef flank steak, sliced thinly against the grain",2
"1 pound beef sirloin, cut into 1-inch cubes, trimmed of excess fat and connective tissue",2
1 pound boneless beef chuck,2
"1 pound boneless chicken breasts, cut into cubes",2
"1 pound boneless, skinless, chicken breasts, sliced crosswise against the grain into 1/2-inch thick strips",2
1 pound broccoli florets (about 1 1/2 quarts),2
"1 pound chicken breast (about 2 breasts), cubed",2
"1 pound cream cheese, softened",2
1 pound dried chickpeas (garbanzo beans) or 4 15-ounce cans cooked chickpeas,2
1 pound dried penne pasta,2
1 pound dry navy beans,2
"1 pound flank steak, roughly 6 to 7 inches square",2
"1 pound flank steak, skirt steak, hanger steak, or flap meat, cut into 1/4-inch thick strips",2
1 pound frozen hash browns thawed,2
1 pound frozen peas,2
1 pound frozen peeled and deveined medium shrimp,2
"1 pound ground chicken, or boneless, skinless meat chopped in a food processor",2
1 pound ground lamb,2
"1 pound littleneck clams, soaked in water for 1 hour",2
"1 pound mushrooms (button, cremini, shiitake, portabello, or a mix) cleaned, trimmed, and roughly chopped",2
"1 pound mussels, scrubbed and de-bearded",2
1 pound oxtails,2
1 pound pasta,2
"1 pound red potatoes, cut into ¾” cubes (about 3 cups)",2
"1 pound skinless, boneless chicken breast, cut in bite-sized pieces",2
1 pound slab pork fat back,2
"1 pound thinly-sliced chicken cutlets, cut into 1/2-inch-thick strips",2
"1 prosecco, chilled",2
1 pt half and half,2
1 pt heavy cream,2
"1 pt strawberry, diced",2
1 pt whole milk,2
1 qt ice cube,2
1 qt raw strawberry,2
1 qt seltzer,2
1 qt simple syrup,2
"1 qt strawberry, split",2
1 qt water,2
"1 qt water, chilled",2
1 quart (32 ounces) homemade or store-bought low-sodium chicken stock,2
"1 quart (900ml) low-sodium chicken broth (preferably homemade), divided",2
1 quart (950ml) low-sodium homemade or store-bought chicken stock,2
"1 quart low sodium store-bought or homemade chicken stock, divided",2
1 recipe 2 minute hollandaise sauce,2
1 recipe 40 cloves and a chicken,2
1 recipe adobo grilled pork chops,2
1 recipe ajitsuke tamago ramen egg,2
1 recipe almond butter,2
1 recipe almond vinaigrette,2
1 recipe almond vinaigrette (optional),2
1 recipe aloo sabzi,2
1 recipe american beef stew,2
1 recipe angel hair pasta with raw tomato sauce,2
1 recipe apple sharlotka,2
1 recipe apple strudel,2
1 recipe applesauce,2
1 recipe arroz caldo,2
1 recipe arugula apple and pomegranate salad,2
1 recipe arugula fennel and orange salad,2
1 recipe asparagus tarragon veloute,2
1 recipe atolillo,2
1 recipe avgolemono soup,2
1 recipe baba ganoush,2
1 recipe baby back ribs,2
1 recipe bacon and corn hash,2
1 recipe bacon and egg breakfast casserole,2
1 recipe bagels,2
1 recipe bagels (optional),2
1 recipe baguette,2
1 recipe baharat,2
1 recipe baked apples,2
1 recipe baked buffalo wings,2
1 recipe banana bread,2
1 recipe banana nut muffins,2
1 recipe banana whipped cream,2
1 recipe barbecue sauce,2
1 recipe basic fish tacos,2
1 recipe basil oil,2
1 recipe beef bulgogi,2
1 recipe beef pho,2
1 recipe beef stroganoff,2
1 recipe beef tenderloin,2
1 recipe beet puree,2
1 recipe beet salad,2
1 recipe bittersweet chocolate ganache,2
1 recipe black bean and corn salad,2
1 recipe black bean burgers,2
1 recipe black bean burgers (optional),2
1 recipe black bean quesadillas,2
1 recipe black bean soup,2
1 recipe black sesame ice cream,2
1 recipe blistered tomato pasta salad,2
1 recipe blueberry buckle,2
1 recipe blueberry lemon scones,2
1 recipe blueberry pound cake,2
1 recipe boiled octopus,2
1 recipe braised carrots,2
1 recipe braised lamb shank,2
1 recipe broccoli cheese soup,2
1 recipe broccoli salad with pistachios,2
1 recipe brown butter,2
1 recipe brown butter carrot cake,2
1 recipe brussels sprout salad with nuts and goat cheese,2
1 recipe brussels sprouts with bacon and cheese,2
1 recipe buckwheat blini,2
1 recipe buttermilk biscuits,2
1 recipe buttermilk blue cheese dressing,2
1 recipe buttermilk coleslaw,2
1 recipe buttermilk dressing,2
1 recipe buttermilk drop biscuits,2
1 recipe buttermilk vanilla waffles,2
1 recipe buttermilk waffles,2
1 recipe butternut squash soup,2
1 recipe cacio e pepe,2
1 recipe caesar salad,2
1 recipe cajeta,2
1 recipe cajun shrimp and sausage skillet,2
1 recipe caldo verde,2
1 recipe candied orange peel,2
1 recipe candied yams,2
1 recipe cannoli,2
1 recipe cantaloupe salad with olives and onion,2
1 recipe caprese salad,2
1 recipe cardamom ice cream,2
1 recipe carrot and currant salad,2
1 recipe carrot and raisin salad,2
1 recipe carrot ginger soup,2
1 recipe carrot slaw with cranberries and nuts,2
1 recipe cashew butter,2
1 recipe cast iron pan pizza,2
1 recipe cauliflower gratin,2
1 recipe cauliflower parmesan cake,2
1 recipe cauliflower with cheese sauce,2
1 recipe celery oil,2
1 recipe celery root puree,2
1 recipe ceviche,2
1 recipe ceviche de mango,2
1 recipe chai masala,2
1 recipe charred carrot salad with feta,2
1 recipe chelow,2
1 recipe cherry sorbet,2
1 recipe cherry walnut Brussels sprouts,2
1 recipe chewy rye bread,2
1 recipe chicken adobo,2
1 recipe chicken korma,2
1 recipe chicken schnitzel,2
1 recipe chicken shawarma,2
1 recipe chicken stock,2
1 recipe chickpea salad with cumin and celery,2
1 recipe chili verde with pork,2
1 recipe chilled cantaloupe soup,2
1 recipe chilled tomato soup,2
1 recipe chilled tomato soup (optional),2
1 recipe chive oil,2
1 recipe chocolate chip cookies,2
1 recipe chocolate crinkle cookies,2
1 recipe chocolate dutch baby,2
1 recipe chocolate financiers,2
1 recipe chocolate financiers (optional),2
1 recipe chocolate frosting,2
1 recipe chocolate ice cream,2
1 recipe chocolate lava muffins,2
1 recipe chocolate mousse,2
1 recipe chocolate scones,2
1 recipe chocolate scones (optional),2
1 recipe chocolate tart,2
1 recipe chocolate walnut cookies,2
1 recipe citrus salad,2
1 recipe clafoutis,2
1 recipe clarified butter,2
1 recipe classic chicken salad,2
1 recipe classic french omelette,2
1 recipe classic hash browns,2
1 recipe classic panzanella salad,2
1 recipe classic sandwich bread,2
1 recipe clementine almond cake,2
1 recipe coconut almond pudding,2
1 recipe coconut chili roasted squash,2
1 recipe cognac pan sauce,2
1 recipe colcannon,2
1 recipe cold soba and kale salad,2
1 recipe colombian vegetable soup,2
1 recipe corn chowder,2
1 recipe corn tortillas,2
1 recipe crab cakes,2
1 recipe cranberry sauce,2
1 recipe cranberry tart,2
1 recipe cream biscuits,2
1 recipe cream cheese buttercream,2
1 recipe creamy coleslaw,2
1 recipe creamy french dressing,2
1 recipe creamy pea and mint salad,2
1 recipe croutons,2
1 recipe crumpets,2
1 recipe cucumber and mint salad,2
1 recipe cucumber soda foam,2
1 recipe cured egg yolks,2
1 recipe demerara syrup,2
1 recipe diy superfine sugar,2
1 recipe easy apple pie,2
1 recipe easy black beans,2
1 recipe easy carrot and chickpea salad,2
1 recipe easy fried rice,2
1 recipe easy lentil soup,2
1 recipe easy pie dough,2
1 recipe egg in a hole,2
1 recipe egg salad,2
1 recipe eggs benedict,2
1 recipe eggs over easy,2
1 recipe elephant garlic chips,2
1 recipe elotes,2
1 recipe enchiladas,2
1 recipe erdapfelsalat,2
1 recipe extra flaky pie crust,2
1 recipe falafel,2
1 recipe falafel (optional),2
1 recipe fettuccine alfredo,2
1 recipe fior di latte,2
1 recipe fish and chips,2
1 recipe fish chowder,2
1 recipe fish meuniere,2
1 recipe fish stock,2
1 recipe flapjacks,2
1 recipe focaccia,2
1 recipe food lab chocolate chip cookies,2
1 recipe french onion soup,2
1 recipe french potato casserole,2
1 recipe fresh egg pasta,2
1 recipe fresh pineapple ice cream,2
1 recipe fried chicken,2
1 recipe fruitcake,2
1 recipe garam masala,2
1 recipe garlic and olive octopus,2
1 recipe giblet gravy,2
1 recipe giblet stock,2
1 recipe ginger molasses cookies,2
1 recipe gingerbread cake,2
1 recipe glazed carrots with relish,2
1 recipe gluten free cornbread,2
1 recipe gluten free fried chicken,2
1 recipe greek orzo salad,2
1 recipe greek salad,2
1 recipe green apple sorbet,2
1 recipe green apple sorbet (optional),2
1 recipe green tea ice cream,2
1 recipe grenadine,2
1 recipe grilled bean and red pepper salad,2
1 recipe grilled bean and red pepper salad (optional),2
1 recipe grilled cheese sandwich,2
1 recipe grilled chicken panzanella,2
1 recipe grilled fish tacos,2
1 recipe grilled radicchio,2
1 recipe grilled watermelon salad,2
1 recipe guacamole,2
1 recipe hamachi poke,2
1 recipe hamburgers,2
1 recipe hard boiled eggs,2
1 recipe hazelnut butter,2
1 recipe hazelnut ice cream,2
1 recipe herb salad,2
1 recipe homemade marshmallows,2
1 recipe horseradish beet salad,2
1 recipe hot borscht,2
1 recipe hot cocoa mix,2
1 recipe hot numbing sichuan chicken salad,2
1 recipe hummus,2
1 recipe indian butter chicken,2
1 recipe indian style basmati rice,2
1 recipe italian herb vinaigrette,2
1 recipe japanese fried chicken thighs,2
1 recipe japanese potato salad,2
1 recipe jelly doughnuts,2
1 recipe kakori kebab,2
1 recipe kale caesar salad,2
1 recipe kale salad with currants and parmesan,2
1 recipe ketchup,2
1 recipe key lime pie,2
1 recipe key lime sorbet,2
1 recipe knish,2
1 recipe lebanese garlic sauce,2
1 recipe lemon chiffon pie,2
1 recipe lemon mint granita,2
1 recipe lemon syrup,2
1 recipe light and fluffy pancakes,2
1 recipe light and tender sage gnocchi,2
1 recipe lime pickle,2
1 recipe lime soda foam,2
1 recipe macarons,2
1 recipe make ahead quinoa salad,2
1 recipe maki sushi,2
1 recipe malted barley dark rye sandwich bread,2
1 recipe mango and arugula salad,2
1 recipe marinated artichoke hearts,2
1 recipe marinated kale and chickpea salad,2
1 recipe marshmallow squares,2
1 recipe mashed potatoes,2
1 recipe mayonnaise,2
1 recipe meat sauce for spaghetti,2
1 recipe meatloaf,2
1 recipe mediterranean chopped salad,2
1 recipe melting potatoes,2
1 recipe mexican chocolate ice cream,2
1 recipe mexican chocolate ice cream (optional),2
1 recipe milk sorbet,2
1 recipe minestrone soup,2
1 recipe mint chutney,2
1 recipe mole poblano,2
1 recipe moroccan fish tagine,2
1 recipe mozzarella tomato basil salad,2
1 recipe mushroom croquettes,2
1 recipe mustard coleslaw,2
1 recipe new york shrub,2
1 recipe no knead english muffins,2
1 recipe no knead english muffins (optional),2
1 recipe oatmeal banana bread,2
1 recipe octopus and celery,2
1 recipe okroshka,2
1 recipe one bowl oatmeal cookies,2
1 recipe one bowl overnight cinnamon rolls,2
1 recipe orange marmalade,2
1 recipe orange sherbet,2
1 recipe orgeat,2
1 recipe oven pulled pork,2
1 recipe overnight cinnamon rolls,2
1 recipe overnight oats,2
1 recipe oyakodon,2
1 recipe oyster crackers,2
1 recipe pain au lait,2
1 recipe pan roasted cauliflower,2
1 recipe pan roasted quail with italian plums,2
1 recipe pan seared ribeye,2
1 recipe paneer,2
1 recipe paneer makhani,2
1 recipe panna cotta,2
1 recipe parmesan stock,2
1 recipe pasta dough,2
1 recipe pasta primavera,2
1 recipe pasta with roasted cauliflower,2
1 recipe patacones,2
1 recipe patatas bravas with aioli,2
1 recipe peach butter,2
1 recipe peach upside down cake,2
1 recipe peanut butter,2
1 recipe peanut butter cookies,2
1 recipe peanut rice,2
1 recipe pear galette,2
1 recipe pear galette (optional),2
1 recipe picadillo,2
1 recipe picadillo (optional),2
1 recipe pierogies,2
1 recipe pimento cheese,2
1 recipe pistachio financiers,2
1 recipe pita bread,2
1 recipe pizza sauce,2
1 recipe polenta,2
1 recipe pomegranate gelatin,2
1 recipe potato chips,2
1 recipe potato leek soup,2
1 recipe potato parsnip latkes,2
1 recipe potato salad,2
1 recipe potatoes au gratin,2
1 recipe pressure cooker octopus,2
1 recipe pumpkin bread,2
1 recipe pumpkin cheesecake,2
1 recipe pumpkin pie,2
1 recipe pupusas,2
1 recipe quick and easy huevos rancheros,2
1 recipe quick pasta and chickpeas,2
1 recipe quick pickled vegetables,2
1 recipe quick salsa,2
1 recipe quick salsa verde,2
1 recipe rack of lamb,2
1 recipe radicchio and watercress salad,2
1 recipe ragu bolognese,2
1 recipe ramen chashu pork belly,2
1 recipe raspberry financiers,2
1 recipe raspberry frosting,2
1 recipe raspberry shrub,2
1 recipe red beans and rice,2
1 recipe red lentil and chard soup,2
1 recipe red lentil soup,2
1 recipe red pepper breakfast casserole,2
1 recipe red pepper bruschetta,2
1 recipe red wine braised short ribs,2
1 recipe red wine vinaigrette,2
1 recipe rhubarb pie,2
1 recipe rhubarb shrub,2
1 recipe rice pilaf,2
1 recipe rice salad with nuts and cherries,2
1 recipe risotto,2
1 recipe roast duck,2
1 recipe roast potatoes,2
1 recipe roast turkey,2
1 recipe roasted asparagus,2
1 recipe roasted banana sorbet,2
1 recipe roasted beet and citrus salad,2
1 recipe roasted beets with balsamic glaze,2
1 recipe roasted beets with balsamic glaze (optional),2
1 recipe roasted brussels sprouts,2
1 recipe roasted carrots,2
1 recipe roasted filled mushrooms,2
1 recipe roasted filled mushrooms (optional),2
1 recipe roasted layered beets,2
1 recipe roasted mushroom and watercress salad,2
1 recipe roasted mushrooms,2
1 recipe roasted partridge,2
1 recipe roasted pears,2
1 recipe roasted poblano soup,2
1 recipe roasted red peppers,2
1 recipe roasted salmon with butter,2
1 recipe roasted tomato salsa,2
1 recipe rosemary flatbread,2
1 recipe rugelach,2
1 recipe saag paneer,2
1 recipe salt dome bass,2
1 recipe salted caramel flan,2
1 recipe samosas,2
1 recipe sardine pasta,2
1 recipe sausage and grits casserole,2
1 recipe sausage gravy,2
1 recipe sauteed swiss chard,2
1 recipe savory crepes,2
1 recipe savory dutch baby,2
1 recipe scrambled eggs,2
1 recipe seared flank steak,2
1 recipe seared scallops,2
1 recipe seaweed salad,2
1 recipe serious eats channa masala,2
1 recipe shakshuka,2
1 recipe shchi,2
1 recipe shepherd%27s pie,2
1 recipe shepherd%27s pie (optional),2
1 recipe shortcake,2
1 recipe shredded chicken tacos,2
1 recipe shrimp cocktail,2
1 recipe shrimp fra diavolo,2
1 recipe shrimp risotto,2
1 recipe shrimp scampi,2
1 recipe shrimp scampi (optional),2
1 recipe shrimp tacos,2
1 recipe shrimp tacos (optional),2
1 recipe simple barbecue sauce,2
1 recipe simple pasta dough,2
1 recipe simple sauteed green beans,2
1 recipe simple sauteed green beans (optional),2
1 recipe simple spaghetti and meatballs,2
1 recipe simple vinaigrette,2
1 recipe skirt steak salad,2
1 recipe sloppy joes,2
1 recipe slow cooked baked beans,2
1 recipe smoked creme fraiche,2
1 recipe snickerdoodle cookies,2
1 recipe soft boiled eggs,2
1 recipe sour cream buttermilk biscuits,2
1 recipe southwestern quinoa salad,2
1 recipe spaghetti al limone,2
1 recipe spaghetti carbonara,2
1 recipe spaghetti with cheese and black pepper,2
1 recipe spice cookies,2
1 recipe spicy cabbage slaw,2
1 recipe spicy chicken quesadillas,2
1 recipe spicy chickpea salad with bacon,2
1 recipe spicy chickpea salad with bacon (optional),2
1 recipe spicy peanut noodle salad,2
1 recipe spicy shrimp and avocado salad,2
1 recipe spicy sicilian pizza,2
1 recipe spinach blood orange salad,2
1 recipe spinach lasagna,2
1 recipe spring vegetable salad,2
1 recipe spring vegetable salad with greek yogurt,2
1 recipe steel cut oatmeal,2
1 recipe stovetop mac and cheese,2
1 recipe stracciatella gelato,2
1 recipe strawberry ice cream,2
1 recipe strawberry rhubarb crisp,2
1 recipe stuffed pork chops,2
1 recipe stuffing,2
1 recipe sunchoke chips,2
1 recipe sunchoke gratin,2
1 recipe sunchoke gratin (optional),2
1 recipe sunchoke soup,2
1 recipe sushi rice,2
1 recipe sweet and sour sauce,2
1 recipe sweet crepes,2
1 recipe sweet omelet,2
1 recipe sweet omelet (optional),2
1 recipe sweet potato casserole,2
1 recipe sweet potato soup,2
1 recipe Sweet Soy Sauce or Sweet and Spicy Chili Sauce,2
1 recipe tabbouleh salad,2
1 recipe taco meat,2
1 recipe tacos al carbon,2
1 recipe tangy macaroni salad,2
1 recipe thick and fluffy pancakes,2
1 recipe thin crust pizza dough,2
1 recipe toasted white cake,2
1 recipe tofu and kale salad with tahini,2
1 recipe tonkotsu ramen broth,2
1 recipe torta caprese,2
